2026-02-02 08:30:34 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Node 1 disconnected.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-3-43e651ed-70cb-4f0e-a2c2-1c6f8b8e22ec', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=-1, memberId='consumer-learning-management-service-2-79893c50-3f9f-46d8-b713-bbf7762824b3', protocol='null'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-5-12fad5c1-451a-4ec4-ac6b-37d3cdb14461', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-1-9bd4486d-3221-4c71-9f14-05ee1c3ed9f9', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=-1, memberId='consumer-learning-management-service-4-e0d3fc76-80ec-4404-b73c-5713e4deaccb', protocol='null'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-4, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-6-6831a580-afa9-4f2f-ad7f-ff7ce7c69491', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-6, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-3-43e651ed-70cb-4f0e-a2c2-1c6f8b8e22ec', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=-1, memberId='consumer-learning-management-service-2-79893c50-3f9f-46d8-b713-bbf7762824b3', protocol='null'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-5-12fad5c1-451a-4ec4-ac6b-37d3cdb14461', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
